
346,Nucor Corporation,NUE,0.050424,   40.21,-3.90,(-8.83%)
347,FMC Corporation,FMC,0.050408,   95.61,-7.21,(-7.01%)
348,Expeditors International of Washington Inc.,EXPD,0.050058,   74.96,-2.95,(-3.79%)
349,Duke Realty Corporation,DRE,0.04961,   34.67,-0.98,(-2.75%)
350,Extra Space Storage Inc.,EXR,0.049294,   94.68,-5.98,(-5.94%)
351,Tiffany & Co.,TIF,0.049035,   120.21,-0.84,(-0.69%)
352,ViacomCBS Inc. Class B,VIAC,0.048722,   23.12,-0.88,(-3.67%)
353,Genuine Parts Company,GPC,0.048615,   83.89,-4.62,(-5.22%)
354,Seagate Technology PLC,STX,0.048389,   52.27,-3.06,(-5.53%)
355,Halliburton Company,HAL,0.048222,   12.78,-1.74,(-11.96%)
356,Martin Marietta Materials Inc.,MLM,0.048105,   194.02,-10.57,(-5.17%)
357,Arista Networks Inc.,ANET,0.047863,   221.32,-11.45,(-4.92%)
358,Omnicom Group Inc,OMC,0.047754,   54.36,-3.76,(-6.47%)
359,Waters Corporation,WAT,0.047456,   182.01,-12.55,(-6.45%)
360,Brown-Forman Corporation Class B,BF.B,0.047027,   65.80,-2.59,(-3.79%)
361,Atmos Energy Corporation,ATO,0.04687,   99.40,-4.34,(-4.18%)
362,J.M. Smucker Company,SJM,0.046527,   106.25,-2.49,(-2.29%)
363,Concho Resources Inc.,CXO,0.046272,   59.56,-1.78,(-2.90%)
364,Xylem Inc.,XYL,0.046271,   64.63,-3.88,(-5.66%)
365,Regions Financial Corporation,RF,0.046235,   11.59,-1.07,(-8.45%)
366,Alliant Energy Corp,LNT,0.046104,   48.46,-2.26,(-4.46%)
367,NortonLifeLock Inc.,NLOK,0.045996,   20.24,-1.17,(-5.46%)
368,Expedia Group Inc.,EXPE,0.045624,   80.38,-6.99,(-8.00%)
369,IDEX Corporation,IEX,0.045196,   153.45,-6.73,(-4.20%)
370,NVR Inc.,NVR,0.045032,"   3,194.05",-226.29,(-6.62%)
371,Westinghouse Air Brake Technologies Corporation,WAB,0.044896,   60.62,-4.59,(-7.04%)
372,Citizens Financial Group Inc.,CFG,0.044858,   24.72,-2.53,(-9.28%)
373,UDR Inc.,UDR,0.04461,   37.93,-2.38,(-5.90%)
374,United Rentals Inc.,URI,0.044247,   144.80,-10.80,(-6.94%)
375,Jacobs Engineering Group Inc.,J,0.043483,   80.15,-4.72,(-5.56%)
376,SVB Financial Group,SIVB,0.043331,   undefined,undefined,(undefined%)
377,Principal Financial Group Inc.,PFG,0.043287,   40.96,-3.38,(-7.62%)
378,Celanese Corporation,CE,0.043232,   86.99,-7.58,(-8.02%)
379,PerkinElmer Inc.,PKI,0.042949,   97.31,-5.71,(-5.54%)
380,E*TRADE Financial Corporation,ETFC,0.04293,   undefined,undefined,(undefined%)
381,Ingersoll Rand Inc.,IR,0.042734,   undefined,undefined,(undefined%)
382,Cboe Global Markets Inc,CBOE,0.042625,   undefined,undefined,(undefined%)
383,Gartner Inc.,IT,0.042623,   undefined,undefined,(undefined%)
384,ABIOMED Inc.,ABMD,0.04254,   undefined,undefined,(undefined%)
385,Baker Hughes Company Class A,BKR,0.042383,   undefined,undefined,(undefined%)
386,Varian Medical Systems Inc.,VAR,0.042254,   113.21,-9.90,(-8.04%)
387,C.H. Robinson Worldwide Inc.,CHRW,0.041953,   undefined,undefined,(undefined%)
388,Royal Caribbean Cruises Ltd.,RCL,0.041017,   56.68,-6.91,(-10.86%)
389,Huntington Bancshares Incorporated,HBAN,0.040785,   undefined,undefined,(undefined%)
390,Fox Corporation Class A,FOXA,0.039944,   28.13,-2.01,(-6.67%)
391,NetApp Inc.,NTAP,0.03994,   undefined,undefined,(undefined%)
392,MGM Resorts International,MGM,0.039858,   undefined,undefined,(undefined%)
393,Eastman Chemical Company,EMN,0.039085,   undefined,undefined,(undefined%)
394,DENTSPLY SIRONA Inc.,XRAY,0.039028,   43.68,-2.83,(-6.08%)
395,Lamb Weston Holdings Inc.,LW,0.038868,   64.72,-5.80,(-8.22%)
396,CenturyLink Inc.,CTL,0.038797,   undefined,undefined,(undefined%)
397,Allegion PLC,ALLE,0.038493,   103.42,-5.60,(-5.14%)
398,J.B. Hunt Transport Services Inc.,JBHT,0.038409,   undefined,undefined,(undefined%)
399,Avery Dennison Corporation,AVY,0.038267,   undefined,undefined,(undefined%)
400,Western Union Company,WU,0.037511,   undefined,undefined,(undefined%)
401,Packaging Corporation of America,PKG,0.037467,   99.46,-5.86,(-5.56%)
402,Cincinnati Financial Corporation,CINF,0.037369,   undefined,undefined,(undefined%)
403,Advance Auto Parts Inc.,AAP,0.036763,   undefined,undefined,(undefined%)
404,Hasbro Inc.,HAS,0.036668,   undefined,undefined,(undefined%)
405,Host Hotels & Resorts Inc.,HST,0.036051,   undefined,undefined,(undefined%)
406,Wynn Resorts Limited,WYNN,0.035976,   91.38,-7.55,(-7.63%)
407,Darden Restaurants Inc.,DRI,0.03577,   undefined,undefined,(undefined%)
408,Raymond James Financial Inc.,RJF,0.03566,   71.39,-4.98,(-6.52%)
409,Loews Corporation,L,0.034979,   33.02,-3.15,(-8.71%)
410,PulteGroup Inc.,PHM,0.034908,   undefined,undefined,(undefined%)
411,CenterPoint Energy Inc.,CNP,0.034614,   undefined,undefined,(undefined%)
412,NRG Energy Inc.,NRG,0.034606,   34.05,-2.14,(-5.91%)
413,NiSource Inc,NI,0.034153,   23.16,-1.26,(-5.14%)
414,Albemarle Corporation,ALB,0.033802,   undefined,undefined,(undefined%)
415,Everest Re Group Ltd.,RE,0.03362,   213.13,-8.56,(-3.86%)
416,Mylan N.V.,MYL,0.033599,   16.51,-0.81,(-4.65%)
417,Pinnacle West Capital Corporation,PNW,0.033111,   74.75,-3.38,(-4.33%)
418,Lincoln National Corporation,LNC,0.032997,   39.38,-4.74,(-10.74%)
419,F5 Networks Inc.,FFIV,0.032946,   140.88,-5.14,(-3.52%)
420,Fortune Brands Home & Security Inc.,FBHS,0.032892,   undefined,undefined,(undefined%)
421,W. R. Berkley Corporation,WRB,0.032887,   56.78,-3.33,(-5.54%)
422,AES Corporation,AES,0.032806,   undefined,undefined,(undefined%)
423,United Airlines Holdings Inc.,UAL,0.032624,   34.77,-4.95,(-12.46%)
424,Henry Schein Inc.,HSIC,0.032564,   undefined,undefined,(undefined%)
425,DISH Network Corporation Class A,DISH,0.032163,   undefined,undefined,(undefined%)
426,LKQ Corporation,LKQ,0.031982,   undefined,undefined,(undefined%)
427,Whirlpool Corporation,WHR,0.031868,   126.00,-8.63,(-6.41%)
428,Juniper Networks Inc.,JNPR,0.031726,   undefined,undefined,(undefined%)
429,Iron Mountain Inc.,IRM,0.03168,   27.75,-1.59,(-5.42%)
430,Globe Life Inc.,GL,0.03129,   undefined,undefined,(undefined%)
431,Cabot Oil & Gas Corporation,COG,0.031225,   20.39,0.15,(0.74%)
432,Campbell Soup Company,CPB,0.031183,   undefined,undefined,(undefined%)
433,Universal Health Services Inc. Class B,UHS,0.031052,   94.59,-7.86,(-7.67%)
434,Textron Inc.,TXT,0.030752,   undefined,undefined,(undefined%)
435,Carnival Corporation,CCL,0.030741,   undefined,undefined,(undefined%)
436,Diamondback Energy Inc.,FANG,0.030508,   45.65,-4.52,(-9.01%)
437,Huntington Ingalls Industries Inc.,HII,0.030414,   183.52,-13.49,(-6.85%)
438,Regency Centers Corporation,REG,0.030334,   undefined,undefined,(undefined%)
439,Snap-on Incorporated,SNA,0.030125,   134.60,-10.95,(-7.52%)
440,WestRock Company,WRK,0.029393,   27.81,-2.57,(-8.46%)
441,DaVita Inc.,DVA,0.02805,   undefined,undefined,(undefined%)
442,Live Nation Entertainment Inc.,LYV,0.027993,   undefined,undefined,(undefined%)
443,Molson Coors Beverage Company Class B,TAP,0.02792,   37.06,-2.44,(-6.18%)
444,BorgWarner Inc.,BWA,0.027605,   undefined,undefined,(undefined%)
445,Perrigo Co. Plc,PRGO,0.027481,   undefined,undefined,(undefined%)
446,Interpublic Group of Companies Inc.,IPG,0.027184,   undefined,undefined,(undefined%)
447,Discovery Inc. Class C,DISCK,0.026432,   undefined,undefined,(undefined%)
448,Assurant Inc.,AIZ,0.026185,   undefined,undefined,(undefined%)
449,CF Industries Holdings Inc.,CF,0.025472,   undefined,undefined,(undefined%)
450,American Airlines Group Inc.,AAL,0.025403,   undefined,undefined,(undefined%)
451,Pentair plc,PNR,0.02534,   37.47,-2.44,(-6.10%)
452,Vornado Realty Trust,VNO,0.025313,   39.13,-3.16,(-7.47%)
453,A. O. Smith Corporation,AOS,0.025303,   47.15,-1.24,(-2.56%)
454,Federal Realty Investment Trust,FRT,0.024929,   86.96,-7.68,(-8.11%)
455,Robert Half International Inc.,RHI,0.024632,   52.17,-3.29,(-5.93%)
456,Franklin Resources Inc.,BEN,0.024026,   21.12,-1.42,(-6.30%)
457,Mohawk Industries Inc.,MHK,0.023996,   95.80,-10.25,(-9.67%)
458,Zions Bancorporation N.A.,ZION,0.023715,   34.11,-2.65,(-7.21%)
459,Apartment Investment & Management Co Class A,AIV,0.023226,   39.07,-2.28,(-5.51%)
460,Rollins Inc.,ROL,0.023122,   42.09,-1.39,(-3.20%)
461,Newell Brands Inc,NWL,0.022889,   15.11,-0.82,(-5.15%)
462,Comerica Incorporated,CMA,0.022787,   38.21,-3.59,(-8.59%)
463,FLIR Systems Inc.,FLIR,0.022523,   42.31,-2.16,(-4.86%)
464,IPG Photonics Corporation,IPGP,0.022115,   157.34,-8.05,(-4.87%)
465,Kimco Realty Corporation,KIM,0.022067,   12.71,-1.36,(-9.64%)
466,Howmet Aerospace Inc.,HWM,0.021908,   13.14,-1.83,(-12.22%)
467,Marathon Oil Corporation,MRO,0.021601,   6.41,-0.70,(-9.85%)
468,People's United Financial Inc.,PBCT,0.021505,   11.86,-0.93,(-7.27%)
469,Quanta Services Inc.,PWR,0.021297,   37.19,-2.48,(-6.25%)
470,National Oilwell Varco Inc.,NOV,0.021256,   13.17,-1.57,(-10.65%)
471,Nielsen Holdings Plc,NLSN,0.021056,   15.23,-0.68,(-4.27%)
472,Apache Corporation,APA,0.020946,   13.46,-1.38,(-9.27%)
473,Devon Energy Corporation,DVN,0.020029,   12.63,-1.04,(-7.61%)
474,Noble Energy Inc.,NBL,0.019555,   10.03,-0.72,(-6.70%)
475,Alaska Air Group Inc.,ALK,0.019284,   37.01,-4.47,(-10.78%)
476,HollyFrontier Corporation,HFC,0.019174,   31.13,-3.09,(-9.03%)
477,Sealed Air Corporation,SEE,0.019061,   31.10,-1.22,(-3.77%)
478,Mosaic Company,MOS,0.018553,   12.61,-1.49,(-10.54%)
479,Fox Corporation Class B,FOX,0.01794,   27.79,-1.94,(-6.53%)
480,Leggett & Platt Incorporated,LEG,0.01757,   34.26,-1.72,(-4.78%)
481,News Corporation Class A,NWSA,0.017518,   11.52,-0.87,(-7.02%)
482,Hanesbrands Inc.,HBI,0.017218,   11.42,-1.16,(-9.22%)
483,Norwegian Cruise Line Holdings Ltd.,NCLH,0.016872,   17.47,-3.18,(-15.40%)
484,PVH Corp.,PVH,0.016666,   53.19,-6.42,(-10.77%)
485,SL Green Realty Corp.,SLG,0.016584,   50.07,-3.17,(-5.96%)
486,DXC Technology Co.,DXC,0.016365,   15.16,-1.78,(-10.51%)
487,Tapestry Inc.,TPR,0.016157,   14.20,-1.28,(-8.27%)
488,Ralph Lauren Corporation Class A,RL,0.015181,   75.58,-5.11,(-6.33%)
489,Harley-Davidson Inc.,HOG,0.014968,   24.24,-1.47,(-5.72%)
490,L Brands Inc.,LB,0.014785,   15.59,-1.87,(-10.71%)
491,Flowserve Corporation,FLS,0.014551,   27.38,-2.75,(-9.13%)
492,Invesco Ltd.,IVZ,0.014529,   9.70,-0.63,(-6.06%)
493,Kohl's Corporation,KSS,0.014405,   21.50,-2.45,(-10.23%)
494,Unum Group,UNM,0.014327,   16.61,-1.56,(-8.59%)
495,H&R Block Inc.,HRB,0.013945,   17.66,-1.27,(-6.71%)
496,Discovery Inc. Class A,DISCA,0.013768,   22.22,-0.96,(-4.12%)
497,TechnipFMC Plc,FTI,0.013631,   7.80,-0.79,(-9.20%)
498,Xerox Holdings Corporation,XRX,0.012486,   16.34,-1.47,(-8.23%)
499,Gap Inc.,GPS,0.008972,   10.28,-0.75,(-6.80%)
500,Alliance Data Systems Corporation,ADS,0.008754,   48.34,-8.21,(-14.52%)
501,Nordstrom Inc.,JWN,0.007758,   17.59,-1.96,(-10.01%)
502,Under Armour Inc. Class A,UAA,0.007211,   9.53,-0.99,(-9.37%)
503,Under Armour Inc. Class C,UA,0.006889,   8.57,-0.85,(-9.05%)
504,Coty Inc. Class A,COTY,0.005857,   4.75,-0.41,(-7.95%)
505,News Corporation Class B,NWS,0.005797,   11.57,-0.87,(-6.99%)
